SPECIESID,SpecCode,Genus,Species,FBname,Kingdom,Phylum,Class,Order,Family,group,genus_species,iucn_category,iucn_criteria,iucn_population_trend,iucn_published_year,iucn_weight
Fis-26379,7035,Seleniolycus,laevifasciatus,NA,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae,Coastal fishes,Seleniolycus laevifasciatus,NA,NA,NA,NA,NA
Fis-32145,7038,Cryothenia,peninsulae,Pithead,Animalia,Chordata,Actinopterygii,Perciformes,Nototheniidae,Coastal fishes,Cryothenia peninsulae,NA,NA,NA,NA,NA
Fis-121626,7046,Lindbergichthys,mizops,Toad notie,Animalia,Chordata,Actinopterygii,Perciformes,Nototheniidae,Coastal fishes,Lindbergichthys mizops,NA,NA,NA,NA,NA
Fis-26390,7050,Pagothenia,brachysoma,Stocky rockcod,Animalia,Chordata,Actinopterygii,Perciformes,Nototheniidae,Coastal fishes,Pagothenia brachysoma,NA,NA,NA,NA,NA
Fis-133291,7052,Patagonotothen,brevicauda brevicauda,Patagonian rockcod,Animalia,Chordata,Actinopterygii,Perciformes,Nototheniidae,Coastal fishes,Patagonotothen brevicauda brevicauda,NA,NA,NA,NA,NA
Fis-32176,7087,Pogonophryne,ventrimaculata,Spotbelly plunderfish,Animalia,Chordata,Actinopterygii,Perciformes,Artedidraconidae,Coastal fishes,Pogonophryne ventrimaculata,NA,NA,NA,NA,NA
Fis-32179,7091,Harpagifer,kerguelensis,Kerguelen spiny plunderfish,Animalia,Chordata,Actinopterygii,Perciformes,Harpagiferidae,Coastal fishes,Harpagifer kerguelensis,NA,NA,NA,NA,NA
Fis-26403,7117,Paradiplospinus,gracilis,Slender escolar,Animalia,Chordata,Actinopterygii,Perciformes,Gempylidae,Coastal fishes,Paradiplospinus gracilis,NA,NA,NA,NA,NA
Fis-32203,7123,Pseudomancopsetta,andriashevi,Pigmy flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Achiropsettidae,Coastal fishes,Pseudomancopsetta andriashevi,NA,NA,NA,NA,NA
Fis-158488,7124,Muraenolepis,marmorata,Marbled moray cod,Animalia,Chordata,Actinopterygii,Gadiformes,Muraenolepididae,Coastal fishes,Muraenolepis marmorata,NA,NA,NA,NA,NA
Fis-164244,7125,Notomuraenobathys,microcephalus,Smallhead moray cod,Animalia,Chordata,Actinopterygii,Gadiformes,Muraenolepididae,Coastal fishes,Notomuraenobathys microcephalus,NA,NA,NA,NA,NA
Fis-26406,7133,Coryphaenoides,ferrieri,NA,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Coryphaenoides ferrieri,NA,NA,NA,NA,NA
Fis-32226,7172,Paraliparis,monoporus,NA,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Coastal fishes,Paraliparis monoporus,NA,NA,NA,NA,NA
Fis-32229,7175,Paraliparis,somovi,NA,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae,Coastal fishes,Paraliparis somovi,NA,NA,NA,NA,NA
Fis-32239,7191,Siokunichthys,breviceps,Softcoral pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Coastal fishes,Siokunichthys breviceps,DD,NA,Decreasing,2016,NA
Fis-32240,7192,Siokunichthys,nigrolineatus,Mushroom-coral pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Coastal fishes,Siokunichthys nigrolineatus,DD,NA,Decreasing,2017,NA
Fis-32241,7194,Siokunichthys,bentuviai,Barred xenia-pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Coastal fishes,Siokunichthys bentuviai,DD,NA,Unknown,2016,NA
Fis-162449,7279,Sinobatis,borneensis,Borneo leg skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Anacanthobatidae,Sharks,Sinobatis borneensis,LC,NA,Unknown,2009,0
Fis-162450,7280,Sinobatis,melanosoma,Blackbodied leg skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Anacanthobatidae,Sharks,Sinobatis melanosoma,LC,NA,Unknown,2009,0
Fis-26471,7298,Symbolophorus,boops,Bogue lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Symbolophorus boops,LC,NA,Stable,2015,0
Fis-32304,7331,Epinephelus,bilobatus,Twinspot grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Coastal fishes,Epinephelus bilobatus,LC,NA,Unknown,2018,0
Fis-163776,7342,Hyporthodus,ergastularius,Sevenbar grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Coastal fishes,Hyporthodus ergastularius,NT,NA,Decreasing,2018,1
Fis-32314,7359,Epinephelus,posteli,Striped-fin grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Coastal fishes,Epinephelus posteli,DD,NA,Unknown,2018,NA
Fis-32318,7367,Epinephelus,timorensis,Yellowspotted grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Coastal fishes,Epinephelus timorensis,LC,NA,Unknown,2018,0
Fis-32320,7370,Epinephelus,tuamotuensis,Reticulate grouper,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Coastal fishes,Epinephelus tuamotuensis,LC,NA,Unknown,2018,0
W-Bry-111538,52176,Schizoporella,unicornis,orange encrusting Bryozoan,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Schizoporellidae,NA,Schizoporella unicornis,NA,NA,NA,NA,NA
Fis-32328,7386,Argyripnus,brocki,Brock's bristle-mouth fish,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,Coastal fishes,Argyripnus brocki,NA,NA,NA,NA,NA
Fis-32329,7387,Argyripnus,ephippiatus,Gilbert & Cramer's bristle-mouth fish,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,Coastal fishes,Argyripnus ephippiatus,NA,NA,NA,NA,NA
Fis-32331,7390,Polyipnus,nuttingi,Nutting's hatchet fish,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,Coastal fishes,Polyipnus nuttingi,NA,NA,NA,NA,NA
Fis-32335,7396,Leptostomias,macronema,Long-threaded dragon fish,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Coastal fishes,Leptostomias macronema,NA,NA,NA,NA,NA
Fis-26530,7407,Bolinichthys,supralateralis,Stubby lanternfish,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Coastal fishes,Bolinichthys supralateralis,LC,NA,Unknown,2015,0
Fis-26543,7443,Ijimaia,plicatellus,Deep water ateleopid fish,Animalia,Chordata,Actinopterygii,Ateleopodiformes,Ateleopodidae,Coastal fishes,Ijimaia plicatellus,NA,NA,NA,NA,NA
Fis-131212,7472,Callechelys,lutea,Yellow-spotted snake eel,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,Coastal fishes,Callechelys lutea,NA,NA,NA,NA,NA
Fis-26562,7490,Gymnothorax,philippinus,Philippines moray,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Coastal fishes,Gymnothorax philippinus,NA,NA,NA,NA,NA
Fis-32388,7493,Pherallodichthys,meshimaensis,NA,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Coastal fishes,Pherallodichthys meshimaensis,NA,NA,NA,NA,NA
Fis-22223,7545,Verilus,sordidus,NA,Animalia,Chordata,Actinopterygii,Perciformes,Acropomatidae,Coastal fishes,Verilus sordidus,LC,NA,Unknown,2015,0
Fis-32428,7583,Cirrhilabrus,lanceolatus,Long-tailed wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Coastal fishes,Cirrhilabrus lanceolatus,LC,NA,Unknown,2010,0
Fis-32429,7584,Cirrhilabrus,lunatus,NA,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Coastal fishes,Cirrhilabrus lunatus,LC,NA,Unknown,2010,0
Fis-32430,7585,Cirrhilabrus,melanomarginatus,Blackfin fairy-warsse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Coastal fishes,Cirrhilabrus melanomarginatus,LC,NA,Unknown,2010,0
W-Bry-111071,52685,Beania,magellanica,two-headed Beania,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Beaniidae,NA,Beania magellanica,NA,NA,NA,NA,NA
Fis-26605,7593,Polyipnus,spinosus,Spiny hatchetfish,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae,Coastal fishes,Polyipnus spinosus,NA,NA,NA,NA,NA
Fis-62855,7594,Dasyatis,geijskesi,Sharpsnout stingray,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Sharks,Dasyatis geijskesi,NA,NA,NA,NA,NA
Fis-32438,7597,Malacocephalus,luzonensis,NA,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Malacocephalus luzonensis,DD,NA,Unknown,2010,NA
Fis-139645,7601,Cataetyx,lepidogenys,NA,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,Coastal fishes,Cataetyx lepidogenys,NA,NA,NA,NA,NA
Fis-32460,7632,Eviota,irrasa,Unpolished dwarfgoby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coastal fishes,Eviota irrasa,NA,NA,NA,NA,NA
Fis-32474,7659,Myripristis,trachyacron,East indian soldierfish,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,Coastal fishes,Myripristis trachyacron,LC,NA,Stable,2010,0
Fis-32477,7662,Ecsenius,melarchus,Yellow-eyed comb-tooth,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Coastal fishes,Ecsenius melarchus,LC,NA,Stable,2014,0
Fis-32478,7663,Ecsenius,stigmatura,Tailspot coralblenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Coastal fishes,Ecsenius stigmatura,LC,NA,Stable,2014,0
Fis-32480,7667,Ecsenius,dilemma,Twocoat coralblenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Coastal fishes,Ecsenius dilemma,LC,NA,Unknown,2011,0
Fis-32483,7670,Ecsenius,kurti,Kurt's coralblenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Coastal fishes,Ecsenius kurti,VU,D2,Unknown,2011,2
Fis-26640,7690,Microchirus,theophila,Bastard sole,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Coastal fishes,Microchirus theophila,DD,NA,Unknown,2015,NA
Fis-32502,7717,Apterygocampus,epinnulatus,Briarium pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Coastal fishes,Apterygocampus epinnulatus,DD,NA,Unknown,2016,NA
Fis-19204,7720,Microphis,millepunctatus,Shorttail pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Coastal fishes,Microphis millepunctatus,NA,NA,NA,NA,NA
Fis-9993,7723,Dunckerocampus,pessuliferus,Yellowbanded pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Coastal fishes,Dunckerocampus pessuliferus,LC,NA,Unknown,2016,0
Fis-32504,7725,Festucalex,prolixus,NA,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Coastal fishes,Festucalex prolixus,DD,NA,Unknown,2016,NA
Fis-26675,7740,Minyichthys,brachyrhinus,NA,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Coastal fishes,Minyichthys brachyrhinus,DD,NA,Unknown,2016,NA
Fis-21772,7767,Macropharyngodon,geoffroy,Geoffroy's wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Coastal fishes,Macropharyngodon geoffroy,LC,NA,Unknown,2010,0
Fis-32520,7768,Cirrhilabrus,jordani,Flame wrasse,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Coastal fishes,Cirrhilabrus jordani,LC,NA,Unknown,2010,0
Fis-32522,7772,Saurida,flamma,Orangemouth lizardfish,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Coastal fishes,Saurida flamma,LC,NA,Unknown,2016,0
Fis-26693,7779,Sebastapistes,ballieui,Spotfin scorpionfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Coastal fishes,Sebastapistes ballieui,LC,NA,Unknown,2016,0
Fis-32525,7782,Pterois,sphex,Hawaiian turkeyfish,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Coastal fishes,Pterois sphex,LC,NA,Unknown,2016,0
Fis-165327,7788,Ostorhinchus,maculiferus,Spotted cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Coastal fishes,Ostorhinchus maculiferus,NA,NA,NA,NA,NA
Fis-62602,7796,Johnius,goldmani,NA,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Coastal fishes,Johnius goldmani,NA,NA,NA,NA,NA
Fis-17303,7811,Apolemichthys,arcuatus,Banded angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Coastal fishes,Apolemichthys arcuatus,LC,NA,Stable,2010,0
Fis-26705,7815,Plectroglyphidodon,sindonis,Rock damselfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Plectroglyphidodon sindonis,NA,NA,NA,NA,NA
Fis-32548,7817,Chromis,hanui,Chocolate-dip Chromis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Chromis hanui,NA,NA,NA,NA,NA
Fis-32549,7819,Chromis,verater,Threespot chromis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Coastal fishes,Chromis verater,NA,NA,NA,NA,NA
Fis-59730,7822,Myripristis,xanthacra,Yellowtip soldierfish,Animalia,Chordata,Actinopterygii,Beryciformes,Holocentridae,Coastal fishes,Myripristis xanthacra,NA,NA,NA,NA,NA
Fis-26710,7830,Priolepis,eugenius,Noble goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coastal fishes,Priolepis eugenius,NA,NA,NA,NA,NA
Fis-26713,7833,Plagiotremus,ewaensis,Ewa blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Coastal fishes,Plagiotremus ewaensis,LC,NA,Stable,2014,0
Fis-26714,7834,Plagiotremus,goslinei,Biting blenny,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Coastal fishes,Plagiotremus goslinei,LC,NA,Stable,2014,0
Fis-32559,7847,Genicanthus,personatus,Masked angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Coastal fishes,Genicanthus personatus,LC,NA,Stable,2010,0
Fis-169483,7854,Taeniamia,lineolata,Shimmering cardinal,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Coastal fishes,Taeniamia lineolata,NA,NA,NA,NA,NA
Fis-32565,7860,Agonostomus,telfairii,Fairy mullet,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Coastal fishes,Agonostomus telfairii,LC,NA,Unknown,2016,0
Fis-32566,7862,Ostracion,whitleyi,Whitley's box,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Ostraciidae,Coastal fishes,Ostracion whitleyi,NA,NA,NA,NA,NA
Fis-32571,7891,Oplegnathus,peaolopesi,Mozambique knifejaw,Animalia,Chordata,Actinopterygii,Perciformes,Oplegnathidae,Coastal fishes,Oplegnathus peaolopesi,NA,NA,NA,NA,NA
Fis-170053,7958,Indobatis,ori,Black legskate,Animalia,Chordata,Elasmobranchii,Rajiformes,Anacanthobatidae,Sharks,Indobatis ori,NA,NA,NA,NA,NA
Fis-131844,7963,Dipturus,stenorhynchus,Prow-nose skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Sharks,Dipturus stenorhynchus,DD,NA,Unknown,2004,NA
Fis-32607,7966,Secutor,indicius,NA,Animalia,Chordata,Actinopterygii,Perciformes,Leiognathidae,Coastal fishes,Secutor indicius,NA,NA,NA,NA,NA
Fis-32615,7983,Hippocampus,camelopardalis,Giraffe seahorse,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Coastal fishes,Hippocampus camelopardalis,DD,NA,Unknown,2017,NA
Fis-32616,7984,Nannocampus,elegans,Elegant pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Coastal fishes,Nannocampus elegans,LC,NA,Unknown,2017,0
Fis-62188,7996,Micrognathus,brevirostris,Thorntail pipefish,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Coastal fishes,Micrognathus brevirostris,LC,NA,Decreasing,2016,0
Fis-32621,7999,Apodocreedia,vanderhorsti,Longfin burrower,Animalia,Chordata,Actinopterygii,Perciformes,Creediidae,Coastal fishes,Apodocreedia vanderhorsti,DD,NA,Decreasing,2010,NA
Fis-26814,8033,Vanderhorstia,delagoae,Candystick goby,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Coastal fishes,Vanderhorstia delagoae,NA,NA,NA,NA,NA
Fis-26846,8078,Virididentex,acromegalus,Bulldog dentex,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Coastal fishes,Virididentex acromegalus,LC,NA,Unknown,2014,0
Fis-32665,8098,Hispidoberyx,ambagiosus,NA,Animalia,Chordata,Actinopterygii,Stephanoberyciformes,Hispidoberycidae,Coastal fishes,Hispidoberyx ambagiosus,NA,NA,NA,NA,NA
Fis-32666,8099,Lophichthys,boschmai,Boschma's frogfish,Animalia,Chordata,Actinopterygii,Lophiiformes,Lophichthyidae,Coastal fishes,Lophichthys boschmai,NA,NA,NA,NA,NA
Fis-32667,8100,Lyconus,pinnatus,NA,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Coastal fishes,Lyconus pinnatus,NA,NA,NA,NA,NA
Fis-26856,8110,Acanthopagrus,palmaris,North west black bream,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Coastal fishes,Acanthopagrus palmaris,LC,NA,Unknown,2014,0
Fis-32709,8184,Trachyrincus,helolepis,Armourhead grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Trachyrincus helolepis,NA,NA,NA,NA,NA
Fis-32710,8185,Trachyrincus,villegai,Grey grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Trachyrincus villegai,NA,NA,NA,NA,NA
Fis-32764,8319,Sillago,vincenti,Vincent's sillago,Animalia,Chordata,Actinopterygii,Perciformes,Sillaginidae,Coastal fishes,Sillago vincenti,NA,NA,NA,NA,NA
Fis-32806,8390,Seriolella,porosa,Choicy ruff,Animalia,Chordata,Actinopterygii,Perciformes,Centrolophidae,Coastal fishes,Seriolella porosa,NA,NA,NA,NA,NA
Fis-26993,8391,Pterotolithus,lateoides,Bigmouth croaker,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Coastal fishes,Pterotolithus lateoides,NA,NA,NA,NA,NA
Fis-32811,8400,Temera,hardwickii,Finless sleeper ray,Animalia,Chordata,Elasmobranchii,Torpediniformes,Narkidae,Sharks,Temera hardwickii,VU,A4d,Unknown,2009,2
Fis-27012,8426,Gaidropsarus,granti,Azores rockling,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Coastal fishes,Gaidropsarus granti,DD,NA,Unknown,2015,NA
Fis-27013,8427,Gaidropsarus,guttatus,NA,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Coastal fishes,Gaidropsarus guttatus,DD,NA,Unknown,2015,NA
Fis-150335,8429,Gaidropsarus,novaezealandiae,New Zealand ling,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Coastal fishes,Gaidropsarus novaezealandiae,NA,NA,NA,NA,NA
Fis-11369,8437,Coelorinchus,aconcagua,Aconcagua grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Coelorinchus aconcagua,NA,NA,NA,NA,NA
Fis-13661,8438,Coelorinchus,anatirostris,Duckbill grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Coelorinchus anatirostris,NA,NA,NA,NA,NA
Fis-56332,8450,Coelorinchus,japonicus,Japanese grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Coelorinchus japonicus,NA,NA,NA,NA,NA
Fis-115683,8452,Coelorinchus,kamoharai,Kamohara grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Coelorinchus kamoharai,NA,NA,NA,NA,NA
Fis-115685,8458,Coelorinchus,macrochir,Longarm grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Coelorinchus macrochir,NA,NA,NA,NA,NA
Fis-56333,8463,Coelorinchus,parallelus,Spiny grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Coelorinchus parallelus,NA,NA,NA,NA,NA
Fis-27027,8472,Coryphaenoides,carminifer,Carmine grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Coryphaenoides carminifer,NA,NA,NA,NA,NA
Fis-32847,8476,Coryphaenoides,marginatus,Amami grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Coryphaenoides marginatus,NA,NA,NA,NA,NA
Fis-32854,8487,Rexea,brevilineata,Short-lined escolar,Animalia,Chordata,Actinopterygii,Perciformes,Gempylidae,Coastal fishes,Rexea brevilineata,NA,NA,NA,NA,NA
Fis-32855,8488,Rexea,nakamurai,Nakamura's escolar,Animalia,Chordata,Actinopterygii,Perciformes,Gempylidae,Coastal fishes,Rexea nakamurai,NA,NA,NA,NA,NA
Fis-32859,8494,Sillago,arabica,Arabian sillago,Animalia,Chordata,Actinopterygii,Perciformes,Sillaginidae,Coastal fishes,Sillago arabica,LC,NA,Unknown,2015,0
Fis-27036,8499,Mataeocephalus,acipenserinus,Sturgeon grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Mataeocephalus acipenserinus,NA,NA,NA,NA,NA
Fis-32875,8515,Nezumia,condylura,Japanese pugnose grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Nezumia condylura,NA,NA,NA,NA,NA
Fis-11562,8517,Sillago,indica,Indian sillago,Animalia,Chordata,Actinopterygii,Perciformes,Sillaginidae,Coastal fishes,Sillago indica,DD,NA,Unknown,2010,NA
Fis-32878,8520,Sillago,intermedius,Intermediate sillago,Animalia,Chordata,Actinopterygii,Perciformes,Sillaginidae,Coastal fishes,Sillago intermedius,NA,NA,NA,NA,NA
Fis-27044,8523,Nezumia,loricata,Parrot grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Nezumia loricata,NA,NA,NA,NA,NA
Fis-32880,8525,Nezumia,milleri,Miller's grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Nezumia milleri,LC,NA,Unknown,2015,0
Fis-27045,8526,Nezumia,orbitalis,Spectacled grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Nezumia orbitalis,NA,NA,NA,NA,NA
Fis-32883,8534,Sillago,parvisquamis,Small-scale sillago,Animalia,Chordata,Actinopterygii,Perciformes,Sillaginidae,Coastal fishes,Sillago parvisquamis,NA,NA,NA,NA,NA
Fis-32888,8539,Tongaichthys,robustus,Tonga escolar,Animalia,Chordata,Actinopterygii,Perciformes,Gempylidae,Coastal fishes,Tongaichthys robustus,NA,NA,NA,NA,NA
Fis-32890,8541,Aphanopus,microphthalmus,Smalleye scabbardfish,Animalia,Chordata,Actinopterygii,Perciformes,Trichiuridae,Coastal fishes,Aphanopus microphthalmus,NA,NA,NA,NA,NA
Fis-32891,8542,Aphanopus,mikhailini,Mikhailin's scabbardfish,Animalia,Chordata,Actinopterygii,Perciformes,Trichiuridae,Coastal fishes,Aphanopus mikhailini,LC,NA,Unknown,2010,0
Fis-32892,8543,Nezumia,pudens,Atacama grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Nezumia pudens,NA,NA,NA,NA,NA
Fis-27048,8544,Nezumia,pulchella,Thumb grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Nezumia pulchella,NA,NA,NA,NA,NA
Fis-32893,8546,Benthodesmus,macrophthalmus,Bigeye frostfish,Animalia,Chordata,Actinopterygii,Perciformes,Trichiuridae,Coastal fishes,Benthodesmus macrophthalmus,NA,NA,NA,NA,NA
Fis-32894,8547,Benthodesmus,neglectus,Neglected frostfish,Animalia,Chordata,Actinopterygii,Perciformes,Trichiuridae,Coastal fishes,Benthodesmus neglectus,NA,NA,NA,NA,NA
Fis-32897,8552,Benthodesmus,papua,Papuan frostfish,Animalia,Chordata,Actinopterygii,Perciformes,Trichiuridae,Coastal fishes,Benthodesmus papua,NA,NA,NA,NA,NA
Fis-32898,8555,Benthodesmus,suluensis,Philippine frostfish,Animalia,Chordata,Actinopterygii,Perciformes,Trichiuridae,Coastal fishes,Benthodesmus suluensis,NA,NA,NA,NA,NA
Fis-11641,8556,Pseudopleuronectes,herzensteini,Yellow striped flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Pleuronectidae,Coastal fishes,Pseudopleuronectes herzensteini,NA,NA,NA,NA,NA
Fis-32913,8591,Cheilodipterus,zonatus,Yellowbelly cardinalfish,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Coastal fishes,Cheilodipterus zonatus,NA,NA,NA,NA,NA
Fis-27106,8676,Ventrifossa,atherodon,Arrowtooth grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Ventrifossa atherodon,NA,NA,NA,NA,NA
Fis-27107,8679,Ventrifossa,ctenomelas,Hawaiian grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Ventrifossa ctenomelas,NA,NA,NA,NA,NA
Fis-27111,8684,Ventrifossa,garmani,Sagami grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Ventrifossa garmani,NA,NA,NA,NA,NA
Fis-27113,8690,Ventrifossa,misakia,Misaki grenadier,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coastal fishes,Ventrifossa misakia,NA,NA,NA,NA,NA
SLB-67452,52881,Scrupocellaria,reptans,NA,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Scrupocellariidae,NA,Scrupocellaria reptans,NA,NA,NA,NA,NA
Fis-32981,8762,Acipenser,sinensis,Chinese sturgeon,Animalia,Chordata,Actinopterygii,Acipenseriformes,Acipenseridae,Coastal fishes,Acipenser sinensis,CR,"A2bcd; B2ab(i,ii,iii,iv,v); C2a(ii)",Decreasing,2010,4
Fis-27169,8772,Apolemichthys,griffisi,Griffis angelfish,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Coastal fishes,Apolemichthys griffisi,LC,NA,Stable,2010,0
Fis-27185,8809,Setipinna,breviceps,Shorthead hairfin anchovy,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Coastal fishes,Setipinna breviceps,LC,NA,Unknown,2017,0
Fis-33015,8830,Bothus,guibei,Guinean flounder,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Coastal fishes,Bothus guibei,DD,NA,Unknown,2015,NA
Fis-55856,8887,Tosarhombus,smithi,NA,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Coastal fishes,Tosarhombus smithi,NA,NA,NA,NA,NA
Fis-54408,8892,Neoraja,africana,West African pygmy skate,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Sharks,Neoraja africana,DD,NA,Unknown,2009,NA
